id	type	origin	dest	ast	demand
1485	121	9020	9014	0	8.520000000000001
1486	121	9020	9014	1	8.520000000000001
1487	111	9020	9014	0	12.78
1488	111	9020	9014	1	12.78
1489	121	9020	9015	0	17.29932
1490	121	9020	9015	1	17.29932
1491	111	9020	9015	0	25.94898
1492	111	9020	9015	1	25.94898
1493	121	9020	9016	0	49.5756
1494	121	9020	9016	1	49.5756
1495	111	9020	9016	0	74.3634
1496	111	9020	9016	1	74.3634
1497	121	9020	9017	0	29.6762
1498	121	9020	9017	1	29.6762
1499	111	9020	9017	0	44.5143
1500	111	9020	9017	1	44.5143
1501	121	9020	9019	0	15.25056
1502	121	9020	9019	1	15.25056
1503	111	9020	9019	0	22.875839999999997
1504	111	9020	9019	1	22.875839999999997
1505	121	9020	9021	0	9.715860000000003
1506	121	9020	9021	1	9.715860000000003
1507	111	9020	9021	0	14.573790000000002
1508	111	9020	9021	1	14.573790000000002
1509	121	9020	9022	0	25.7166
1510	121	9020	9022	1	25.7166
1511	111	9020	9022	0	38.5749
1512	111	9020	9022	1	38.5749
1513	121	9020	9023	0	11.094800000000003
1514	121	9020	9023	1	11.094800000000003
1515	111	9020	9023	0	16.642200000000003
1516	111	9020	9023	1	16.642200000000003
1517	121	9020	9024	0	7.777160000000001
1518	121	9020	9024	1	7.777160000000001
1519	111	9020	9024	0	11.665740000000001
1520	111	9020	9024	1	11.665740000000001
1521	121	9021	9001	0	2.76996
1522	121	9021	9001	1	2.76996
1523	111	9021	9001	0	4.15494
1524	111	9021	9001	1	4.15494
1525	121	9021	9004	0	3.39398
1526	121	9021	9004	1	3.39398
1527	111	9021	9004	0	5.0909699999999996
1528	111	9021	9004	1	5.0909699999999996
1529	121	9021	9006	0	2.393720000000001
1530	121	9021	9006	1	2.393720000000001
1531	111	9021	9006	0	3.590580000000001
1532	111	9021	9006	1	3.590580000000001
1533	121	9021	9007	0	4.54368
1534	121	9021	9007	1	4.54368
1535	111	9021	9007	0	6.815519999999999
1536	111	9021	9007	1	6.815519999999999
1537	121	9021	9008	0	6.158180000000001
1538	121	9021	9008	1	6.158180000000001
1539	111	9021	9008	0	9.23727
1540	111	9021	9008	1	9.23727
1541	121	9021	9009	0	4.5688200000000005
1542	121	9021	9009	1	4.5688200000000005
1543	111	9021	9009	0	6.85323
1544	111	9021	9009	1	6.85323
1545	121	9021	9010	0	18.5262
1546	121	9021	9010	1	18.5262
1547	111	9021	9010	0	27.7893
1548	111	9021	9010	1	27.7893
1549	121	9021	9011	0	7.64442
1550	121	9021	9011	1	7.64442
1551	111	9021	9011	0	11.466629999999999
1552	111	9021	9011	1	11.466629999999999
1553	121	9021	9012	0	4.646140000000001
1554	121	9021	9012	1	4.646140000000001
1555	111	9021	9012	0	6.96921
1556	111	9021	9012	1	6.96921
1557	121	9021	9013	0	7.2782
1558	121	9021	9013	1	7.2782
1559	111	9021	9013	0	10.9173
1560	111	9021	9013	1	10.9173
1561	121	9021	9014	0	5.924720000000001
1562	121	9021	9014	1	5.924720000000001
1563	111	9021	9014	0	8.88708
1564	111	9021	9014	1	8.88708
1565	121	9021	9015	0	12.897120000000001
1566	121	9021	9015	1	12.897120000000001
1567	111	9021	9015	0	19.34568
1568	111	9021	9015	1	19.34568
1569	121	9021	9016	0	11.590800000000002
1570	121	9021	9016	1	11.590800000000002
1571	111	9021	9016	0	17.3862
1572	111	9021	9016	1	17.3862
1573	121	9021	9017	0	11.315080000000002
1574	121	9021	9017	1	11.315080000000002
1575	111	9021	9017	0	16.97262
1576	111	9021	9017	1	16.97262
1577	121	9021	9019	0	6.7148200000000005
1578	121	9021	9019	1	6.7148200000000005
1579	111	9021	9019	0	10.07223
1580	111	9021	9019	1	10.07223
1581	121	9021	9020	0	12.10306
1582	121	9021	9020	1	12.10306
1583	111	9021	9020	0	18.15459
1584	111	9021	9020	1	18.15459
1585	121	9021	9022	0	38.052800000000005
1586	121	9021	9022	1	38.052800000000005
1587	111	9021	9022	0	57.0792
1588	111	9021	9022	1	57.0792
1589	121	9021	9023	0	10.8023
1590	121	9021	9023	1	10.8023
1591	111	9021	9023	0	16.20345
1592	111	9021	9023	1	16.20345
1593	121	9021	9024	0	4.653300000000001
1594	121	9021	9024	1	4.653300000000001
1595	111	9021	9024	0	6.97995
1596	111	9021	9024	1	6.97995
1597	121	9022	9001	0	5.377560000000001
1598	121	9022	9001	1	5.377560000000001
1599	111	9022	9001	0	8.06634
1600	111	9022	9001	1	8.06634
1601	121	9022	9002	0	4.820920000000001
1602	121	9022	9002	1	4.820920000000001
1603	111	9022	9002	0	7.23138
1604	111	9022	9002	1	7.23138
1605	121	9022	9003	0	3.4852200000000004
1606	121	9022	9003	1	3.4852200000000004
1607	111	9022	9003	0	5.22783
1608	111	9022	9003	1	5.22783
1609	121	9022	9004	0	8.33608
1610	121	9022	9004	1	8.33608
1611	111	9022	9004	0	12.504119999999999
1612	111	9022	9004	1	12.504119999999999
1613	121	9022	9006	0	5.77454
1614	121	9022	9006	1	5.77454
1615	111	9022	9006	0	8.66181
1616	111	9022	9006	1	8.66181
1617	121	9022	9007	0	11.225440000000003
1618	121	9022	9007	1	11.225440000000003
1619	111	9022	9007	0	16.838160000000002
1620	111	9022	9007	1	16.838160000000002
1621	121	9022	9008	0	14.884020000000001
1622	121	9022	9008	1	14.884020000000001
1623	111	9022	9008	0	22.32603
1624	111	9022	9008	1	22.32603
1625	121	9022	9009	0	10.98084
1626	121	9022	9009	1	10.98084
1627	111	9022	9009	0	16.47126
1628	111	9022	9009	1	16.47126
1629	121	9022	9010	0	46.156000000000006
1630	121	9022	9010	1	46.156000000000006
1631	111	9022	9010	0	69.234
1632	111	9022	9010	1	69.234
1633	121	9022	9011	0	18.399300000000004
1634	121	9022	9011	1	18.399300000000004
1635	111	9022	9011	0	27.598950000000002
1636	111	9022	9011	1	27.598950000000002
1637	121	9022	9012	0	8.51948
1638	121	9022	9012	1	8.51948
1639	111	9022	9012	0	12.77922
1640	111	9022	9012	1	12.77922
1641	121	9022	9013	0	13.01418
1642	121	9022	9013	1	13.01418
1643	111	9022	9013	0	19.521269999999998
1644	111	9022	9013	1	19.521269999999998
1645	121	9022	9014	0	15.078720000000002
1646	121	9022	9014	1	15.078720000000002
1647	111	9022	9014	0	22.618080000000003
1648	111	9022	9014	1	22.618080000000003
1649	121	9022	9015	0	39.409600000000005
1650	121	9022	9015	1	39.409600000000005
1651	111	9022	9015	0	59.114399999999996
1652	111	9022	9015	1	59.114399999999996
1653	121	9022	9016	0	28.007600000000004
1654	121	9022	9016	1	28.007600000000004
1655	111	9022	9016	0	42.0114
1656	111	9022	9016	1	42.0114
1657	121	9022	9017	0	28.0974
1658	121	9022	9017	1	28.0974
1659	111	9022	9017	0	42.1461
1660	111	9022	9017	1	42.1461
1661	121	9022	9019	0	16.807820000000003
1662	121	9022	9019	1	16.807820000000003
1663	111	9022	9019	0	25.21173
1664	111	9022	9019	1	25.21173
1665	121	9022	9020	0	31.625
1666	121	9022	9020	1	31.625
1667	111	9022	9020	0	47.4375
1668	111	9022	9020	1	47.4375
1669	121	9022	9021	0	37.7314
1670	121	9022	9021	1	37.7314
1671	111	9022	9021	0	56.597100000000005
1672	111	9022	9021	1	56.597100000000005
1673	121	9022	9023	0	32.372800000000005
1674	121	9022	9023	1	32.372800000000005
1675	111	9022	9023	0	48.5592
1676	111	9022	9023	1	48.5592
1677	121	9022	9024	0	10.24558
1678	121	9022	9024	1	10.24558
1679	111	9022	9024	0	15.368369999999999
1680	111	9022	9024	1	15.368369999999999
1681	121	9023	9001	0	4.79456
1682	121	9023	9001	1	4.79456
1683	111	9023	9001	0	7.19184
1684	111	9023	9001	1	7.19184
1685	121	9023	9003	0	2.42802
1686	121	9023	9003	1	2.42802
1687	111	9023	9003	0	3.64203
1688	111	9023	9003	1	3.64203
1689	121	9023	9004	0	5.624960000000001
1690	121	9023	9004	1	5.624960000000001
1691	111	9023	9004	0	8.43744
1692	111	9023	9004	1	8.43744
1693	121	9023	9006	0	2.9333600000000004
1694	121	9023	9006	1	2.9333600000000004
1695	111	9023	9006	0	4.40004
1696	111	9023	9006	1	4.40004
1697	121	9023	9007	0	5.221080000000001
1698	121	9023	9007	1	5.221080000000001
1699	111	9023	9007	0	7.831619999999999
1700	111	9023	9007	1	7.831619999999999
1701	121	9023	9008	0	7.408960000000004
1702	121	9023	9008	1	7.408960000000004
1703	111	9023	9008	0	11.113440000000004
1704	111	9023	9008	1	11.113440000000004
1705	121	9023	9009	0	5.736560000000001
1706	121	9023	9009	1	5.736560000000001
1707	111	9023	9009	0	8.60484
1708	111	9023	9009	1	8.60484
1709	121	9023	9010	0	22.285600000000002
1710	121	9023	9010	1	22.285600000000002
1711	111	9023	9010	0	33.428399999999996
1712	111	9023	9010	1	33.428399999999996
1713	121	9023	9011	0	15.379660000000001
1714	121	9023	9011	1	15.379660000000001
1715	111	9023	9011	0	23.069490000000002
1716	111	9023	9011	1	23.069490000000002
1717	121	9023	9012	0	8.36326
1718	121	9023	9012	1	8.36326
1719	111	9023	9012	0	12.544889999999999
1720	111	9023	9012	1	12.544889999999999
1721	121	9023	9013	0	13.74962
1722	121	9023	9013	1	13.74962
1723	111	9023	9013	0	20.624429999999997
1724	111	9023	9013	1	20.624429999999997
1725	121	9023	9014	0	20.7166
1726	121	9023	9014	1	20.7166
1727	111	9023	9014	0	31.0749
1728	111	9023	9014	1	31.0749
1729	121	9023	9015	0	14.8518
1730	121	9023	9015	1	14.8518
1731	111	9023	9015	0	22.2777
1732	111	9023	9015	1	22.2777
1733	121	9023	9016	0	13.68662
1734	121	9023	9016	1	13.68662
1735	111	9023	9016	0	20.529929999999997
1736	111	9023	9016	1	20.529929999999997
1737	121	9023	9017	0	14.35084
1738	121	9023	9017	1	14.35084
1739	111	9023	9017	0	21.526259999999997
1740	111	9023	9017	1	21.526259999999997
1741	121	9023	9018	0	14.8476
1742	121	9023	9018	1	14.8476
1743	111	9023	9018	0	22.2714
1744	111	9023	9018	1	22.2714
1745	121	9023	9019	0	7.19708
1746	121	9023	9019	1	7.19708
1747	111	9023	9019	0	10.79562
1748	111	9023	9019	1	10.79562
1749	121	9023	9020	0	12.3609
1750	121	9023	9020	1	12.3609
1751	111	9023	9020	0	18.541349999999998
1752	111	9023	9020	1	18.541349999999998
1753	121	9023	9021	0	10.428660000000004
1754	121	9023	9021	1	10.428660000000004
1755	111	9023	9021	0	15.642990000000005
1756	111	9023	9021	1	15.642990000000005
1757	121	9023	9022	0	29.5888
1758	121	9023	9022	1	29.5888
1759	111	9023	9022	0	44.383199999999995
1760	111	9023	9022	1	44.383199999999995
1761	121	9024	9008	0	15.264580000000002
1762	121	9024	9008	1	15.264580000000002
1763	111	9024	9008	0	22.89687
1764	111	9024	9008	1	22.89687
1765	121	9024	9010	0	31.477600000000002
1766	121	9024	9010	1	31.477600000000002
1767	111	9024	9010	0	47.2164
1768	111	9024	9010	1	47.2164
1769	121	9024	9012	0	10.211120000000001
1770	121	9024	9012	1	10.211120000000001
1771	111	9024	9012	0	15.316679999999998
1772	111	9024	9012	1	15.316679999999998
1773	121	9024	9013	0	13.58766
1774	121	9024	9013	1	13.58766
1775	111	9024	9013	0	20.38149
1776	111	9024	9013	1	20.38149
1777	121	9024	9015	0	13.27446
1778	121	9024	9015	1	13.27446
1779	111	9024	9015	0	19.911689999999997
1780	111	9024	9015	1	19.911689999999997
1781	121	9024	9021	0	7.956340000000001
1782	121	9024	9021	1	7.956340000000001
1783	111	9024	9021	0	11.93451
1784	111	9024	9021	1	11.93451
1785	121	9024	9022	0	17.669880000000003
1786	121	9024	9022	1	17.669880000000003
1787	111	9024	9022	0	26.50482
1788	111	9024	9022	1	26.50482
1789	121	9024	9023	0	13.58674
1790	121	9024	9023	1	13.58674
1791	111	9024	9023	0	20.38011
1792	111	9024	9023	1	20.38011
