n	tau	r	J	s	rho
6322	2	5741	3.6261905628580884	null	0
6322	3	5741	3.636857229524755	null	0
6322	4	5741	3.647523896191422	null	0
6322	0	13075	3.6048572295247547	964	0
6322	1	13075	3.6155238961914216	null	0
6322	2	13075	3.6261905628580884	null	0
6322	3	13075	3.636857229524755	null	0
6322	4	13075	3.647523896191422	null	0
6322	0	5584	3.6048572295247547	964	0
6322	1	5584	3.6155238961914216	null	0
6322	2	5584	3.6261905628580884	null	0
6322	3	5584	3.636857229524755	null	0
6322	4	5584	3.647523896191422	null	0
6322	0	12670	3.6048572295247547	964	0
6322	1	12670	3.6155238961914216	null	0
6322	2	12670	3.6261905628580884	null	0
6322	3	12670	3.636857229524755	null	0
6322	4	12670	3.647523896191422	null	0
6322	0	10782	3.6048572295247547	964	0
6322	1	10782	3.6155238961914216	null	0
6322	2	10782	3.6261905628580884	null	0
6322	3	10782	3.636857229524755	null	0
6322	4	10782	3.647523896191422	null	0
6322	0	12669	3.6048572295247547	964	0
6322	1	12669	3.6155238961914216	null	0
6322	2	12669	3.6261905628580884	null	0
6322	3	12669	3.636857229524755	null	0
6322	4	12669	3.647523896191422	null	0
6322	0	10487	3.6048572295247547	964	0
6322	1	10487	3.6155238961914216	null	0
6322	2	10487	3.6261905628580884	null	0
6322	3	10487	3.636857229524755	null	0
6322	4	10487	3.647523896191422	null	0
6322	0	13080	3.6048572295247547	964	0
6322	1	13080	3.6155238961914216	null	0
6322	2	13080	3.6261905628580884	null	0
6322	3	13080	3.636857229524755	null	0
6322	4	13080	3.647523896191422	null	0
6322	0	5458	3.6048572295247547	964	0
6322	1	5458	3.6155238961914216	null	0
6322	2	5458	3.6261905628580884	null	0
6322	3	5458	3.636857229524755	null	0
6322	4	5458	3.647523896191422	null	0
6322	0	10778	3.6048572295247547	964	0
6322	1	10778	3.6155238961914216	null	0
6322	2	10778	3.6261905628580884	null	0
6322	3	10778	3.636857229524755	null	0
6322	4	10778	3.647523896191422	null	0
6322	0	13082	3.6048572295247547	964	0
6322	1	13082	3.6155238961914216	null	0
6322	2	13082	3.6261905628580884	null	0
6322	3	13082	3.636857229524755	null	0
6322	4	13082	3.647523896191422	null	0
6322	0	10777	3.6048572295247547	964	0
6322	1	10777	3.6155238961914216	null	0
6322	2	10777	3.6261905628580884	null	0
6322	3	10777	3.636857229524755	null	0
6322	4	10777	3.647523896191422	null	0
6322	0	13083	3.6048572295247547	964	0
6322	1	13083	3.6155238961914216	null	0
6322	2	13083	3.6261905628580884	null	0
6322	3	13083	3.636857229524755	null	0
6322	4	13083	3.647523896191422	null	0
6322	0	5454	3.6048572295247547	964	0
6322	1	5454	3.6155238961914216	null	0
6322	2	5454	3.6261905628580884	null	0
6322	3	5454	3.636857229524755	null	0
6322	4	5454	3.647523896191422	null	0
6322	0	10611	3.6048572295247547	964	0
6322	1	10611	3.6155238961914216	null	0
6322	2	10611	3.6261905628580884	null	0
6322	3	10611	3.636857229524755	null	0
6322	4	10611	3.647523896191422	null	0
6322	0	5726	3.6048572295247547	964	0
6322	1	5726	3.6155238961914216	null	0
6322	2	5726	3.6261905628580884	null	0
6322	3	5726	3.636857229524755	null	0
6322	4	5726	3.647523896191422	null	0
6322	0	5745	3.6048572295247547	964	0
6322	1	5745	3.6155238961914216	null	0
6322	2	5745	3.6261905628580884	null	0
6322	3	5745	3.636857229524755	null	0
6322	4	5745	3.647523896191422	null	0
6322	0	11770	3.6048572295247547	964	0
6322	1	11770	3.6155238961914216	null	0
6322	2	11770	3.6261905628580884	null	0
6322	3	11770	3.636857229524755	null	0
6322	4	11770	3.647523896191422	null	0
6322	0	5472	3.6048572295247547	964	0
6322	1	5472	3.6155238961914216	null	0
6322	2	5472	3.6261905628580884	null	0
6322	3	5472	3.636857229524755	null	0
6322	4	5472	3.647523896191422	null	0
6322	0	5748	3.6048572295247547	964	0
6322	1	5748	3.6155238961914216	null	0
6322	2	5748	3.6261905628580884	null	0
6322	3	5748	3.636857229524755	null	0
6322	4	5748	3.647523896191422	null	0
6322	0	5414	3.6048572295247547	964	0
6322	1	5414	3.6155238961914216	null	0
6322	2	5414	3.6261905628580884	null	0
6322	3	5414	3.636857229524755	null	0
6322	4	5414	3.647523896191422	null	0
6322	0	5749	3.6048572295247547	964	0
6322	1	5749	3.6155238961914216	null	0
6322	2	5749	3.6261905628580884	null	0
6322	3	5749	3.636857229524755	null	0
6322	4	5749	3.647523896191422	null	0
6320	0	0	3.928903404967921	793	0
6320	1	0	3.939570071634588	null	0
6320	2	0	3.9502367383012547	null	0
6320	0	5471	3.9305700716345875	793	0
6320	1	5471	3.9412367383012543	null	0
6320	2	5471	3.951903404967921	null	0
6320	0	12735	3.9305700716345875	793	0
6320	1	12735	3.9412367383012543	null	0
6320	2	12735	3.951903404967921	null	0
6320	0	10488	3.9305700716345875	793	0
6320	1	10488	3.9412367383012543	null	0
6320	2	10488	3.951903404967921	null	0
6320	0	5464	3.9305700716345875	793	0
6320	1	5464	3.9412367383012543	null	0
6320	2	5464	3.951903404967921	null	0
6320	0	5741	3.9305700716345875	793	0
6320	1	5741	3.9412367383012543	null	0
6320	2	5741	3.951903404967921	null	0
6320	0	13075	3.9305700716345875	793	0
6320	1	13075	3.9412367383012543	null	0
6320	2	13075	3.951903404967921	null	0
6320	0	5584	3.9305700716345875	793	0
6320	1	5584	3.9412367383012543	null	0
6320	2	5584	3.951903404967921	null	0
6320	0	12670	3.9305700716345875	793	0
6320	1	12670	3.9412367383012543	null	0
6320	2	12670	3.951903404967921	null	0
6320	0	10782	3.9305700716345875	793	0
6320	1	10782	3.9412367383012543	null	0
6320	2	10782	3.951903404967921	null	0
6320	0	12669	3.9305700716345875	793	0
6320	1	12669	3.9412367383012543	null	0
6320	2	12669	3.951903404967921	null	0
6320	0	10487	3.9305700716345875	793	0
6320	1	10487	3.9412367383012543	null	0
6320	2	10487	3.951903404967921	null	0
6320	0	13080	3.9305700716345875	793	0
6320	1	13080	3.9412367383012543	null	0
6320	2	13080	3.951903404967921	null	0
6320	0	5458	3.9305700716345875	793	0
6320	1	5458	3.9412367383012543	null	0
6320	2	5458	3.951903404967921	null	0
6320	0	10778	3.9305700716345875	793	0
6320	1	10778	3.9412367383012543	null	0
6320	2	10778	3.951903404967921	null	0
6320	0	13082	3.9305700716345875	793	0
6320	1	13082	3.9412367383012543	null	0
6320	2	13082	3.951903404967921	null	0
6320	0	10777	3.9305700716345875	793	0
6320	1	10777	3.9412367383012543	null	0
6320	2	10777	3.951903404967921	null	0
6320	0	13083	3.9305700716345875	793	0
6320	1	13083	3.9412367383012543	null	0
6320	2	13083	3.951903404967921	null	0
6320	0	5454	3.9305700716345875	793	0
6320	1	5454	3.9412367383012543	null	0
6320	2	5454	3.951903404967921	null	0
6320	0	10611	3.9305700716345875	793	0
6320	1	10611	3.9412367383012543	null	0
6320	2	10611	3.951903404967921	null	0
6320	0	5726	3.9305700716345875	793	0
6320	1	5726	3.9412367383012543	null	0
6320	2	5726	3.951903404967921	null	0
6320	0	5745	3.9305700716345875	793	0
6320	1	5745	3.9412367383012543	null	0
6320	2	5745	3.951903404967921	null	0
6320	0	11770	3.9305700716345875	793	0
6320	1	11770	3.9412367383012543	null	0
6320	2	11770	3.951903404967921	null	0
6320	0	5472	3.9305700716345875	793	0
6320	1	5472	3.9412367383012543	null	0
6320	2	5472	3.951903404967921	null	0
6320	0	5748	3.9305700716345875	793	0
6320	1	5748	3.9412367383012543	null	0
6320	2	5748	3.951903404967921	null	0
6320	0	5414	3.9305700716345875	793	0
6320	1	5414	3.9412367383012543	null	0
6320	2	5414	3.951903404967921	null	0
6320	0	5749	3.9305700716345875	793	0
6320	1	5749	3.9412367383012543	null	0
6320	2	5749	3.951903404967921	null	0
5220	0	0	3.399179894179899	391	0
5220	1	0	3.409846560846566	null	0
5220	2	0	3.420513227513233	null	0
5220	3	0	3.4311798941798997	null	0
5220	0	5471	3.4008465608465657	391	0
5220	1	5471	3.4115132275132325	null	0
5220	2	5471	3.4221798941798993	null	0
5220	3	5471	3.432846560846566	null	0
5220	0	12735	3.4008465608465657	391	0
5220	1	12735	3.4115132275132325	null	0
5220	2	12735	3.4221798941798993	null	0
5220	3	12735	3.432846560846566	null	0
5220	0	10488	3.4008465608465657	391	0
5220	1	10488	3.4115132275132325	null	0
5220	2	10488	3.4221798941798993	null	0
5220	3	10488	3.432846560846566	null	0
5220	0	5464	3.4008465608465657	391	0
5220	1	5464	3.4115132275132325	null	0
5220	2	5464	3.4221798941798993	null	0
5220	3	5464	3.432846560846566	null	0
5220	0	5741	3.4008465608465657	391	0
5220	1	5741	3.4115132275132325	null	0
5220	2	5741	3.4221798941798993	null	0
5220	3	5741	3.432846560846566	null	0
5220	0	13075	3.4008465608465657	391	0
5220	1	13075	3.4115132275132325	null	0
5220	2	13075	3.4221798941798993	null	0
5220	3	13075	3.432846560846566	null	0
5220	0	5584	3.4008465608465657	391	0
5220	1	5584	3.4115132275132325	null	0
5220	2	5584	3.4221798941798993	null	0
5220	3	5584	3.432846560846566	null	0
5220	0	12670	3.4008465608465657	391	0
5220	1	12670	3.4115132275132325	null	0
5220	2	12670	3.4221798941798993	null	0
5220	3	12670	3.432846560846566	null	0
5220	0	10782	3.4008465608465657	391	0
5220	1	10782	3.4115132275132325	null	0
5220	2	10782	3.4221798941798993	null	0
5220	3	10782	3.432846560846566	null	0
5220	0	12669	3.4008465608465657	391	0
5220	1	12669	3.4115132275132325	null	0
5220	2	12669	3.4221798941798993	null	0
5220	3	12669	3.432846560846566	null	0
5220	0	10487	3.4008465608465657	391	0
5220	1	10487	3.4115132275132325	null	0
5220	2	10487	3.4221798941798993	null	0
5220	3	10487	3.432846560846566	null	0
5220	0	13080	3.4008465608465657	391	0
5220	1	13080	3.4115132275132325	null	0
5220	2	13080	3.4221798941798993	null	0
5220	3	13080	3.432846560846566	null	0
5220	0	5458	3.4008465608465657	391	0
5220	1	5458	3.4115132275132325	null	0
5220	2	5458	3.4221798941798993	null	0
5220	3	5458	3.432846560846566	null	0
5220	0	10778	3.4008465608465657	391	0
5220	1	10778	3.4115132275132325	null	0
5220	2	10778	3.4221798941798993	null	0
5220	3	10778	3.432846560846566	null	0
5220	0	13082	3.4008465608465657	391	0
5220	1	13082	3.4115132275132325	null	0
5220	2	13082	3.4221798941798993	null	0
5220	3	13082	3.432846560846566	null	0
5220	0	10777	3.4008465608465657	391	0
5220	1	10777	3.4115132275132325	null	0
5220	2	10777	3.4221798941798993	null	0
5220	3	10777	3.432846560846566	null	0
5220	0	13083	3.4008465608465657	391	0
5220	1	13083	3.4115132275132325	null	0
5220	2	13083	3.4221798941798993	null	0
5220	3	13083	3.432846560846566	null	0
5220	0	5454	3.4008465608465657	391	0
5220	1	5454	3.4115132275132325	null	0
5220	2	5454	3.4221798941798993	null	0
5220	3	5454	3.432846560846566	null	0
5220	0	10611	3.4008465608465657	391	0
5220	1	10611	3.4115132275132325	null	0
5220	2	10611	3.4221798941798993	null	0
5220	3	10611	3.432846560846566	null	0
5220	0	5726	3.4008465608465657	391	0
5220	1	5726	3.4115132275132325	null	0
5220	2	5726	3.4221798941798993	null	0
5220	3	5726	3.432846560846566	null	0
5220	0	5745	3.4008465608465657	391	0
5220	1	5745	3.4115132275132325	null	0
5220	2	5745	3.4221798941798993	null	0
5220	3	5745	3.432846560846566	null	0
5220	0	11770	3.4008465608465657	391	0
5220	1	11770	3.4115132275132325	null	0
5220	2	11770	3.4221798941798993	null	0
5220	3	11770	3.432846560846566	null	0
5220	0	5472	3.4008465608465657	391	0
5220	1	5472	3.4115132275132325	null	0
5220	2	5472	3.4221798941798993	null	0
5220	3	5472	3.432846560846566	null	0
5220	0	5748	3.4008465608465657	391	0
5220	1	5748	3.4115132275132325	null	0
5220	2	5748	3.4221798941798993	null	0
5220	3	5748	3.432846560846566	null	0
5220	0	5414	3.4008465608465657	391	0
5220	1	5414	3.4115132275132325	null	0
5220	2	5414	3.4221798941798993	null	0
5220	3	5414	3.432846560846566	null	0
5220	0	5749	3.4008465608465657	391	0
5220	1	5749	3.4115132275132325	null	0
5220	2	5749	3.4221798941798993	null	0
5220	3	5749	3.432846560846566	null	0
6327	0	0	3.8911905628580925	1344	0
6327	1	0	3.9018572295247593	null	0
6327	2	0	3.912523896191426	null	0
6327	0	5471	3.892857229524759	1344	0
6327	1	5471	3.903523896191426	null	0
6327	2	5471	3.9141905628580926	null	0
6327	0	12735	3.892857229524759	1344	0
6327	1	12735	3.903523896191426	null	0
6327	2	12735	3.9141905628580926	null	0
6327	0	10488	3.892857229524759	1344	0
6327	1	10488	3.903523896191426	null	0
6327	2	10488	3.9141905628580926	null	0
6327	0	5464	3.892857229524759	1344	0
6327	1	5464	3.903523896191426	null	0
6327	2	5464	3.9141905628580926	null	0
6327	0	5741	3.892857229524759	1344	0
6327	1	5741	3.903523896191426	null	0
6327	2	5741	3.9141905628580926	null	0
6327	0	13075	3.892857229524759	1344	0
6327	1	13075	3.903523896191426	null	0
6327	2	13075	3.9141905628580926	null	0
6327	0	5584	3.892857229524759	1344	0
6327	1	5584	3.903523896191426	null	0
6327	2	5584	3.9141905628580926	null	0
6327	0	12670	3.892857229524759	1344	0
6327	1	12670	3.903523896191426	null	0
6327	2	12670	3.9141905628580926	null	0
6327	0	10782	3.892857229524759	1344	0
6327	1	10782	3.903523896191426	null	0
6327	2	10782	3.9141905628580926	null	0
6327	0	12669	3.892857229524759	1344	0
6327	1	12669	3.903523896191426	null	0
6327	2	12669	3.9141905628580926	null	0
6327	0	10487	3.892857229524759	1344	0
6327	1	10487	3.903523896191426	null	0
6327	2	10487	3.9141905628580926	null	0
6327	0	13080	3.892857229524759	1344	0
6327	1	13080	3.903523896191426	null	0
6327	2	13080	3.9141905628580926	null	0
6327	0	5458	3.892857229524759	1344	0
6327	1	5458	3.903523896191426	null	0
6327	2	5458	3.9141905628580926	null	0
6327	0	10778	3.892857229524759	1344	0
6327	1	10778	3.903523896191426	null	0
6327	2	10778	3.9141905628580926	null	0
6327	0	13082	3.892857229524759	1344	0
6327	1	13082	3.903523896191426	null	0
6327	2	13082	3.9141905628580926	null	0
6327	0	10777	3.892857229524759	1344	0
6327	1	10777	3.903523896191426	null	0
6327	2	10777	3.9141905628580926	null	0
6327	0	13083	3.892857229524759	1344	0
6327	1	13083	3.903523896191426	null	0
6327	2	13083	3.9141905628580926	null	0
6327	0	5454	3.892857229524759	1344	0
6327	1	5454	3.903523896191426	null	0
6327	2	5454	3.9141905628580926	null	0
6327	0	10611	3.892857229524759	1344	0
6327	1	10611	3.903523896191426	null	0
6327	2	10611	3.9141905628580926	null	0
6327	0	5726	3.892857229524759	1344	0
6327	1	5726	3.903523896191426	null	0
6327	2	5726	3.9141905628580926	null	0
6327	0	5745	3.892857229524759	1344	0
6327	1	5745	3.903523896191426	null	0
6327	2	5745	3.9141905628580926	null	0
6327	0	11770	3.892857229524759	1344	0
6327	1	11770	3.903523896191426	null	0
6327	2	11770	3.9141905628580926	null	0
6327	0	5472	3.892857229524759	1344	0
6327	1	5472	3.903523896191426	null	0
6327	2	5472	3.9141905628580926	null	0
6327	0	5748	3.892857229524759	1344	0
6327	1	5748	3.903523896191426	null	0
6327	2	5748	3.9141905628580926	null	0
6327	0	5414	3.892857229524759	1344	0
6327	1	5414	3.903523896191426	null	0
6327	2	5414	3.9141905628580926	null	0
6327	0	5749	3.892857229524759	1344	0
6327	1	5749	3.903523896191426	null	0
6327	2	5749	3.9141905628580926	null	0
6326	0	0	3.859190562858092	1345	0
6326	1	0	3.869857229524759	null	0
6326	2	0	3.8805238961914257	null	0
6326	3	0	3.8911905628580925	null	0
6326	0	5471	3.8608572295247585	1345	0
6326	1	5471	3.8715238961914253	null	0
6326	2	5471	3.882190562858092	null	0
6326	3	5471	3.892857229524759	null	0
6326	0	12735	3.8608572295247585	1345	0
6326	1	12735	3.8715238961914253	null	0
6326	2	12735	3.882190562858092	null	0
6326	3	12735	3.892857229524759	null	0
6326	0	10488	3.8608572295247585	1345	0
6326	1	10488	3.8715238961914253	null	0
6326	2	10488	3.882190562858092	null	0
6326	3	10488	3.892857229524759	null	0
6326	0	5464	3.8608572295247585	1345	0
6326	1	5464	3.8715238961914253	null	0
6326	2	5464	3.882190562858092	null	0
6326	3	5464	3.892857229524759	null	0
6326	0	5741	3.8608572295247585	1345	0
6326	1	5741	3.8715238961914253	null	0
6326	2	5741	3.882190562858092	null	0
6326	3	5741	3.892857229524759	null	0
6326	0	13075	3.8608572295247585	1345	0
6326	1	13075	3.8715238961914253	null	0
6326	2	13075	3.882190562858092	null	0
6326	3	13075	3.892857229524759	null	0
6326	0	5584	3.8608572295247585	1345	0
6326	1	5584	3.8715238961914253	null	0
6326	2	5584	3.882190562858092	null	0
6326	3	5584	3.892857229524759	null	0
6326	0	12670	3.8608572295247585	1345	0
6326	1	12670	3.8715238961914253	null	0
6326	2	12670	3.882190562858092	null	0
6326	3	12670	3.892857229524759	null	0
6326	0	10782	3.8608572295247585	1345	0
6326	1	10782	3.8715238961914253	null	0
6326	2	10782	3.882190562858092	null	0
6326	3	10782	3.892857229524759	null	0
6326	0	12669	3.8608572295247585	1345	0
6326	1	12669	3.8715238961914253	null	0
6326	2	12669	3.882190562858092	null	0
6326	3	12669	3.892857229524759	null	0
6326	0	10487	3.8608572295247585	1345	0
6326	1	10487	3.8715238961914253	null	0
6326	2	10487	3.882190562858092	null	0
6326	3	10487	3.892857229524759	null	0
6326	0	13080	3.8608572295247585	1345	0
6326	1	13080	3.8715238961914253	null	0
6326	2	13080	3.882190562858092	null	0
6326	3	13080	3.892857229524759	null	0
6326	0	5458	3.8608572295247585	1345	0
6326	1	5458	3.8715238961914253	null	0
6326	2	5458	3.882190562858092	null	0
6326	3	5458	3.892857229524759	null	0
6326	0	10778	3.8608572295247585	1345	0
6326	1	10778	3.8715238961914253	null	0
6326	2	10778	3.882190562858092	null	0
6326	3	10778	3.892857229524759	null	0
6326	0	13082	3.8608572295247585	1345	0
6326	1	13082	3.8715238961914253	null	0
6326	2	13082	3.882190562858092	null	0
6326	3	13082	3.892857229524759	null	0
6326	0	10777	3.8608572295247585	1345	0
6326	1	10777	3.8715238961914253	null	0
6326	2	10777	3.882190562858092	null	0
6326	3	10777	3.892857229524759	null	0
6326	0	13083	3.8608572295247585	1345	0
6326	1	13083	3.8715238961914253	null	0
6326	2	13083	3.882190562858092	null	0
6326	3	13083	3.892857229524759	null	0
6326	0	5454	3.8608572295247585	1345	0
6326	1	5454	3.8715238961914253	null	0
6326	2	5454	3.882190562858092	null	0
6326	3	5454	3.892857229524759	null	0
6326	0	10611	3.8608572295247585	1345	0
6326	1	10611	3.8715238961914253	null	0
6326	2	10611	3.882190562858092	null	0
6326	3	10611	3.892857229524759	null	0
6326	0	5726	3.8608572295247585	1345	0
6326	1	5726	3.8715238961914253	null	0
6326	2	5726	3.882190562858092	null	0
6326	3	5726	3.892857229524759	null	0
6326	0	5745	3.8608572295247585	1345	0
6326	1	5745	3.8715238961914253	null	0
6326	2	5745	3.882190562858092	null	0
6326	3	5745	3.892857229524759	null	0
6326	0	11770	3.8608572295247585	1345	0
6326	1	11770	3.8715238961914253	null	0
6326	2	11770	3.882190562858092	null	0
6326	3	11770	3.892857229524759	null	0
6326	0	5472	3.8608572295247585	1345	0
6326	1	5472	3.8715238961914253	null	0
6326	2	5472	3.882190562858092	null	0
6326	3	5472	3.892857229524759	null	0
6326	0	5748	3.8608572295247585	1345	0
6326	1	5748	3.8715238961914253	null	0
6326	2	5748	3.882190562858092	null	0
6326	3	5748	3.892857229524759	null	0
6326	0	5414	3.8608572295247585	1345	0
6326	1	5414	3.8715238961914253	null	0
6326	2	5414	3.882190562858092	null	0
6326	3	5414	3.892857229524759	null	0
6326	0	5749	3.8608572295247585	1345	0
6326	1	5749	3.8715238961914253	null	0
6326	2	5749	3.882190562858092	null	0
6326	3	5749	3.892857229524759	null	0
6315	0	0	3.688523896191423	867	0
6315	1	0	3.6991905628580897	null	0
6315	2	0	3.7098572295247565	null	0
6315	0	5471	3.6901905628580893	867	0
6315	1	5471	3.700857229524756	null	0
6315	2	5471	3.711523896191423	null	0
6315	0	12735	3.6901905628580893	867	0
6315	1	12735	3.700857229524756	null	0
6315	2	12735	3.711523896191423	null	0
6315	0	10488	3.6901905628580893	867	0
6315	1	10488	3.700857229524756	null	0
6315	2	10488	3.711523896191423	null	0
6315	0	5464	3.6901905628580893	867	0
6315	1	5464	3.700857229524756	null	0
6315	2	5464	3.711523896191423	null	0
6315	0	5741	3.6901905628580893	867	0
6315	1	5741	3.700857229524756	null	0
6315	2	5741	3.711523896191423	null	0
6315	0	13075	3.6901905628580893	867	0
6315	1	13075	3.700857229524756	null	0
6315	2	13075	3.711523896191423	null	0
6315	0	5584	3.6901905628580893	867	0
6315	1	5584	3.700857229524756	null	0
6315	2	5584	3.711523896191423	null	0
6315	0	12670	3.6901905628580893	867	0
6315	1	12670	3.700857229524756	null	0
6315	2	12670	3.711523896191423	null	0
6315	0	10782	3.6901905628580893	867	0
6315	1	10782	3.700857229524756	null	0
6315	2	10782	3.711523896191423	null	0
6315	0	12669	3.6901905628580893	867	0
6315	1	12669	3.700857229524756	null	0
6315	2	12669	3.711523896191423	null	0
6315	0	10487	3.6901905628580893	867	0
6315	1	10487	3.700857229524756	null	0
6315	2	10487	3.711523896191423	null	0
6315	0	13080	3.6901905628580893	867	0
6315	1	13080	3.700857229524756	null	0
6315	2	13080	3.711523896191423	null	0
6315	0	5458	3.6901905628580893	867	0
6315	1	5458	3.700857229524756	null	0
6315	2	5458	3.711523896191423	null	0
6315	0	10778	3.6901905628580893	867	0
6315	1	10778	3.700857229524756	null	0
6315	2	10778	3.711523896191423	null	0
6315	0	13082	3.6901905628580893	867	0
6315	1	13082	3.700857229524756	null	0
6315	2	13082	3.711523896191423	null	0
6315	0	10777	3.6901905628580893	867	0
6315	1	10777	3.700857229524756	null	0
6315	2	10777	3.711523896191423	null	0
6315	0	13083	3.6901905628580893	867	0
6315	1	13083	3.700857229524756	null	0
6315	2	13083	3.711523896191423	null	0
6315	0	5454	3.6901905628580893	867	0
6315	1	5454	3.700857229524756	null	0
6315	2	5454	3.711523896191423	null	0
6315	0	10611	3.6901905628580893	867	0
6315	1	10611	3.700857229524756	null	0
6315	2	10611	3.711523896191423	null	0
6315	0	5726	3.6901905628580893	867	0
6315	1	5726	3.700857229524756	null	0
6315	2	5726	3.711523896191423	null	0
6315	0	5745	3.6901905628580893	867	0
6315	1	5745	3.700857229524756	null	0
6315	2	5745	3.711523896191423	null	0
6315	0	11770	3.6901905628580893	867	0
6315	1	11770	3.700857229524756	null	0
6315	2	11770	3.711523896191423	null	0
6315	0	5472	3.6901905628580893	867	0
6315	1	5472	3.700857229524756	null	0
6315	2	5472	3.711523896191423	null	0
6315	0	5748	3.6901905628580893	867	0
6315	1	5748	3.700857229524756	null	0
6315	2	5748	3.711523896191423	null	0
6315	0	5414	3.6901905628580893	867	0
6315	1	5414	3.700857229524756	null	0
6315	2	5414	3.711523896191423	null	0
6315	0	5749	3.6901905628580893	867	0
6315	1	5749	3.700857229524756	null	0
6315	2	5749	3.711523896191423	null	0
6312	0	0	3.7738572295247574	1320	0
6312	1	0	3.7845238961914243	null	0
6312	2	0	3.795190562858091	null	0
6312	3	0	3.805857229524758	null	0
6312	4	0	3.8165238961914247	null	0
6312	5	0	3.8271905628580916	null	0
6312	6	0	3.8378572295247584	null	0
6312	7	0	3.848523896191425	null	0
6312	8	0	3.859190562858092	null	0
6312	9	0	3.869857229524759	null	0
6312	10	0	3.8805238961914257	null	0
6312	0	5471	3.775523896191424	1320	0
6312	1	5471	3.7861905628580907	null	0
6312	2	5471	3.7968572295247576	null	0
6312	3	5471	3.8075238961914244	null	0
6312	4	5471	3.818190562858091	null	0
6312	5	5471	3.828857229524758	null	0
6312	6	5471	3.839523896191425	null	0
6312	7	5471	3.8501905628580917	null	0
6312	8	5471	3.8608572295247585	null	0
6312	9	5471	3.8715238961914253	null	0
6312	10	5471	3.882190562858092	null	0
6312	0	12735	3.775523896191424	1320	0
6312	1	12735	3.7861905628580907	null	0
6312	2	12735	3.7968572295247576	null	0
6312	3	12735	3.8075238961914244	null	0
6312	4	12735	3.818190562858091	null	0
6312	5	12735	3.828857229524758	null	0
6312	6	12735	3.839523896191425	null	0
6312	7	12735	3.8501905628580917	null	0
6312	8	12735	3.8608572295247585	null	0
6312	9	12735	3.8715238961914253	null	0
6312	10	12735	3.882190562858092	null	0
6312	0	10488	3.775523896191424	1320	0
6312	1	10488	3.7861905628580907	null	0
6312	2	10488	3.7968572295247576	null	0
6312	3	10488	3.8075238961914244	null	0
6312	4	10488	3.818190562858091	null	0
6312	5	10488	3.828857229524758	null	0
6312	6	10488	3.839523896191425	null	0
6312	7	10488	3.8501905628580917	null	0
6312	8	10488	3.8608572295247585	null	0
6312	9	10488	3.8715238961914253	null	0
6312	10	10488	3.882190562858092	null	0
6312	0	5464	3.775523896191424	1320	0
6312	1	5464	3.7861905628580907	null	0
6312	2	5464	3.7968572295247576	null	0
6312	3	5464	3.8075238961914244	null	0
6312	4	5464	3.818190562858091	null	0
6312	5	5464	3.828857229524758	null	0
6312	6	5464	3.839523896191425	null	0
6312	7	5464	3.8501905628580917	null	0
6312	8	5464	3.8608572295247585	null	0
6312	9	5464	3.8715238961914253	null	0
6312	10	5464	3.882190562858092	null	0
6312	0	5741	3.775523896191424	1320	0
6312	1	5741	3.7861905628580907	null	0
6312	2	5741	3.7968572295247576	null	0
6312	3	5741	3.8075238961914244	null	0
6312	4	5741	3.818190562858091	null	0
6312	5	5741	3.828857229524758	null	0
6312	6	5741	3.839523896191425	null	0
6312	7	5741	3.8501905628580917	null	0
6312	8	5741	3.8608572295247585	null	0
6312	9	5741	3.8715238961914253	null	0
6312	10	5741	3.882190562858092	null	0
6312	0	13075	3.775523896191424	1320	0
6312	1	13075	3.7861905628580907	null	0
6312	2	13075	3.7968572295247576	null	0
6312	3	13075	3.8075238961914244	null	0
6312	4	13075	3.818190562858091	null	0
6312	5	13075	3.828857229524758	null	0
6312	6	13075	3.839523896191425	null	0
6312	7	13075	3.8501905628580917	null	0
6312	8	13075	3.8608572295247585	null	0
6312	9	13075	3.8715238961914253	null	0
6312	10	13075	3.882190562858092	null	0
6312	0	5584	3.775523896191424	1320	0
6312	1	5584	3.7861905628580907	null	0
6312	2	5584	3.7968572295247576	null	0
6312	3	5584	3.8075238961914244	null	0
6312	4	5584	3.818190562858091	null	0
6312	5	5584	3.828857229524758	null	0
6312	6	5584	3.839523896191425	null	0
6312	7	5584	3.8501905628580917	null	0
6312	8	5584	3.8608572295247585	null	0
6312	9	5584	3.8715238961914253	null	0
6312	10	5584	3.882190562858092	null	0
6312	0	12670	3.775523896191424	1320	0
6312	1	12670	3.7861905628580907	null	0
6312	2	12670	3.7968572295247576	null	0
6312	3	12670	3.8075238961914244	null	0
6312	4	12670	3.818190562858091	null	0
6312	5	12670	3.828857229524758	null	0
6312	6	12670	3.839523896191425	null	0
6312	7	12670	3.8501905628580917	null	0
6312	8	12670	3.8608572295247585	null	0
6312	9	12670	3.8715238961914253	null	0
6312	10	12670	3.882190562858092	null	0
6312	0	10782	3.775523896191424	1320	0
6312	1	10782	3.7861905628580907	null	0
6312	2	10782	3.7968572295247576	null	0
6312	3	10782	3.8075238961914244	null	0
6312	4	10782	3.818190562858091	null	0
6312	5	10782	3.828857229524758	null	0
6312	6	10782	3.839523896191425	null	0
6312	7	10782	3.8501905628580917	null	0
6312	8	10782	3.8608572295247585	null	0
6312	9	10782	3.8715238961914253	null	0
6312	10	10782	3.882190562858092	null	0
6312	0	12669	3.775523896191424	1320	0
6312	1	12669	3.7861905628580907	null	0
